# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-10-09 09:55:13 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06719505 CLEAR CREEK AT GOLDEN, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06719505
#            TS   parameter     statistic     Description
#         17572       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	17572_00060_00003	17572_00060_00003_cd
USGS	06719505	2016-07-30	149	A
USGS	06719505	2016-07-31	142	A
USGS	06719505	2016-08-01	161	A
USGS	06719505	2016-08-02	147	A
USGS	06719505	2016-08-03	142	A
USGS	06719505	2016-08-04	139	A
USGS	06719505	2016-08-05	151	A
USGS	06719505	2016-08-06	170	A
USGS	06719505	2016-08-07	144	A
USGS	06719505	2016-08-08	164	A
USGS	06719505	2016-08-09	143	A
USGS	06719505	2016-08-10	143	A
USGS	06719505	2016-08-11	139	A
USGS	06719505	2016-08-12	137	A
USGS	06719505	2016-08-13	135	A
USGS	06719505	2016-08-14	141	A
USGS	06719505	2016-08-15	140	A
USGS	06719505	2016-08-16	138	A
USGS	06719505	2016-08-17	146	A
USGS	06719505	2016-08-18	141	A
USGS	06719505	2016-08-19	140	A
USGS	06719505	2016-08-20	135	A
USGS	06719505	2016-08-21	127	A
USGS	06719505	2016-08-22	123	A
USGS	06719505	2016-08-23	122	A
USGS	06719505	2016-08-24	130	A
USGS	06719505	2016-08-25	147	A
USGS	06719505	2016-08-26	146	A
USGS	06719505	2016-08-27	131	A
USGS	06719505	2016-08-28	117	A
USGS	06719505	2016-08-29	133	A
USGS	06719505	2016-08-30	126	A
USGS	06719505	2016-08-31	134	A
USGS	06719505	2016-09-01	116	A
USGS	06719505	2016-09-02	123	A
USGS	06719505	2016-09-03	122	A
USGS	06719505	2016-09-04	118	A
USGS	06719505	2016-09-05	107	A
USGS	06719505	2016-09-06	96.4	A
USGS	06719505	2016-09-07	95.1	A
USGS	06719505	2016-09-08	89.2	A
USGS	06719505	2016-09-09	88.6	A
USGS	06719505	2016-09-10	86.9	A
USGS	06719505	2016-09-11	88.2	A
USGS	06719505	2016-09-12	83.8	A
USGS	06719505	2016-09-13	87.9	A
USGS	06719505	2016-09-14	91.2	A
USGS	06719505	2016-09-15	88.0	A
USGS	06719505	2016-09-16	82.3	A
USGS	06719505	2016-09-17	80.9	A
USGS	06719505	2016-09-18	79.2	A
USGS	06719505	2016-09-19	73.5	A
USGS	06719505	2016-09-20	68.1	A
USGS	06719505	2016-09-21	68.5	A
USGS	06719505	2016-09-22	77.8	A
USGS	06719505	2016-09-23	78.3	A
USGS	06719505	2016-09-24	72.9	A
USGS	06719505	2016-09-25	74.2	A
USGS	06719505	2016-09-26	74.5	A
USGS	06719505	2016-09-27	71.6	A
USGS	06719505	2016-09-28	68.3	A
USGS	06719505	2016-09-29	69.9	A
USGS	06719505	2016-09-30	77.3	A
USGS	06719505	2016-10-01	75.9	A
USGS	06719505	2016-10-02	72.9	A
USGS	06719505	2016-10-03	72.2	A
USGS	06719505	2016-10-04	69.0	A
USGS	06719505	2016-10-05	68.1	A
USGS	06719505	2016-10-06	74.0	A
USGS	06719505	2016-10-07	73.7	A
USGS	06719505	2016-10-08	71.3	A
USGS	06719505	2016-10-09	71.3	A
USGS	06719505	2016-10-10	70.1	A
USGS	06719505	2016-10-11	68.6	A
USGS	06719505	2016-10-12	69.5	A
USGS	06719505	2016-10-13	68.2	A
USGS	06719505	2016-10-14	66.5	A
USGS	06719505	2016-10-15	62.5	A
USGS	06719505	2016-10-16	59.4	A
USGS	06719505	2016-10-17	57.6	A
USGS	06719505	2016-10-18	62.0	A
USGS	06719505	2016-10-19	61.9	A
USGS	06719505	2016-10-20	62.9	A
USGS	06719505	2016-10-21	60.9	A
USGS	06719505	2016-10-22	58.9	A
USGS	06719505	2016-10-23	58.7	A
USGS	06719505	2016-10-24	57.6	A
USGS	06719505	2016-10-25	58.4	A
USGS	06719505	2016-10-26	60.1	A
USGS	06719505	2016-10-27	58.2	A
USGS	06719505	2016-10-28	58.7	A
USGS	06719505	2016-10-29	60.1	A
USGS	06719505	2016-10-30	60.7	A
USGS	06719505	2016-10-31	61.9	A
USGS	06719505	2016-11-01	53.2	A
USGS	06719505	2016-11-02	50.4	A
USGS	06719505	2016-11-03	50.1	A
USGS	06719505	2016-11-04	48.4	A
USGS	06719505	2016-11-05	47.9	A
USGS	06719505	2016-11-06	51.4	A
USGS	06719505	2016-11-07	53.3	A
USGS	06719505	2016-11-08	51.2	A
USGS	06719505	2016-11-09	48.3	A
USGS	06719505	2016-11-10	48.4	A
USGS	06719505	2016-11-11	49.6	A
USGS	06719505	2016-11-12	49.3	A
USGS	06719505	2016-11-13	48.1	A
USGS	06719505	2016-11-14	47.9	A
USGS	06719505	2016-11-15	47.4	A
USGS	06719505	2016-11-16	47.1	A
USGS	06719505	2016-11-17	49.7	A
USGS	06719505	2016-11-18	45.9	A
USGS	06719505	2016-11-19	38.8	A
USGS	06719505	2016-11-20	53.9	A
USGS	06719505	2016-11-21	53.8	A
USGS	06719505	2016-11-22	52.5	A
USGS	06719505	2016-11-23	48.8	A
USGS	06719505	2016-11-24	42.1	A
USGS	06719505	2016-11-25	33.1	A
USGS	06719505	2016-11-26	33.6	A
USGS	06719505	2016-11-27	49.5	A
USGS	06719505	2016-11-28	44.1	A
USGS	06719505	2016-11-29	42.9	A
USGS	06719505	2016-11-30	25.1	A
USGS	06719505	2016-12-01	23.1	A
USGS	06719505	2016-12-02	35.5	A
USGS	06719505	2016-12-03	33.0	A
USGS	06719505	2016-12-04	37.1	A
USGS	06719505	2016-12-05	60.0	A:e
USGS	06719505	2016-12-06	49.5	A
USGS	06719505	2016-12-07	45.2	A
USGS	06719505	2016-12-08	29.0	A
USGS	06719505	2016-12-09	35.7	A:e
USGS	06719505	2016-12-10	60.1	A
USGS	06719505	2016-12-11	57.1	A
USGS	06719505	2016-12-12	49.2	A
USGS	06719505	2016-12-13	46.0	A
USGS	06719505	2016-12-14	46.9	A
USGS	06719505	2016-12-15	49.8	A:e
USGS	06719505	2016-12-16	50.4	A
USGS	06719505	2016-12-17	38.8	A
USGS	06719505	2016-12-18	40.4	A:e
USGS	06719505	2016-12-19	26.4	A
USGS	06719505	2016-12-20	55.6	A
USGS	06719505	2016-12-21	59.5	A
USGS	06719505	2016-12-22	49.4	A
USGS	06719505	2016-12-23	48.8	A
USGS	06719505	2016-12-24	45.7	A
USGS	06719505	2016-12-25	46.8	A
USGS	06719505	2016-12-26	38.9	A
USGS	06719505	2016-12-27	31.6	A
USGS	06719505	2016-12-28	54.4	A
USGS	06719505	2016-12-29	47.6	A
USGS	06719505	2016-12-30	45.3	A
USGS	06719505	2016-12-31	44.8	A
USGS	06719505	2017-01-01	43.6	A
USGS	06719505	2017-01-02	45.0	A
USGS	06719505	2017-01-03	46.1	A
USGS	06719505	2017-01-04	44.3	A
USGS	06719505	2017-01-05	41.4	A
USGS	06719505	2017-01-06	35.9	A
USGS	06719505	2017-01-07	37.3	A
USGS	06719505	2017-01-08	50.1	A
USGS	06719505	2017-01-09	76.6	A
USGS	06719505	2017-01-10	63.8	A
USGS	06719505	2017-01-11	52.1	A
USGS	06719505	2017-01-12	48.1	A
USGS	06719505	2017-01-13	45.6	A
USGS	06719505	2017-01-14	43.7	A
USGS	06719505	2017-01-15	44.2	A
USGS	06719505	2017-01-16	45.4	A
USGS	06719505	2017-01-17	43.5	A
USGS	06719505	2017-01-18	34.2	A
USGS	06719505	2017-01-19	44.4	A
USGS	06719505	2017-01-20	47.9	A
USGS	06719505	2017-01-21	39.1	A
USGS	06719505	2017-01-22	42.8	A
USGS	06719505	2017-01-23	43.4	A
USGS	06719505	2017-01-24	40.0	A
USGS	06719505	2017-01-25	25.5	A
USGS	06719505	2017-01-26	23.7	A
USGS	06719505	2017-01-27	22.5	A:e
USGS	06719505	2017-01-28	38.0	A:e
USGS	06719505	2017-01-29	53.1	A:e
USGS	06719505	2017-01-30	59.2	A
USGS	06719505	2017-01-31	52.2	A
USGS	06719505	2017-02-01	45.5	A
USGS	06719505	2017-02-02	40.7	A
USGS	06719505	2017-02-03	40.7	A
USGS	06719505	2017-02-04	43.7	A
USGS	06719505	2017-02-05	42.8	A
USGS	06719505	2017-02-06	41.9	A
USGS	06719505	2017-02-07	42.3	A
USGS	06719505	2017-02-08	44.6	A
USGS	06719505	2017-02-09	44.4	A
USGS	06719505	2017-02-10	51.4	A
USGS	06719505	2017-02-11	49.8	A
USGS	06719505	2017-02-12	48.1	A
USGS	06719505	2017-02-13	45.1	A
USGS	06719505	2017-02-14	40.7	A
USGS	06719505	2017-02-15	39.0	A
USGS	06719505	2017-02-16	44.8	A
USGS	06719505	2017-02-17	44.1	A
USGS	06719505	2017-02-18	43.9	A
USGS	06719505	2017-02-19	44.5	A
USGS	06719505	2017-02-20	45.4	A
USGS	06719505	2017-02-21	44.0	A
USGS	06719505	2017-02-22	44.7	A
USGS	06719505	2017-02-23	43.7	A
USGS	06719505	2017-02-24	38.3	A
USGS	06719505	2017-02-25	29.7	A
USGS	06719505	2017-02-26	38.1	A
USGS	06719505	2017-02-27	47.3	A
USGS	06719505	2017-02-28	59.4	A
USGS	06719505	2017-03-01	42.5	A
USGS	06719505	2017-03-02	48.2	A
USGS	06719505	2017-03-03	52.4	A
USGS	06719505	2017-03-04	49.8	A
USGS	06719505	2017-03-05	50.3	A
USGS	06719505	2017-03-06	48.6	A
USGS	06719505	2017-03-07	41.7	A
USGS	06719505	2017-03-08	51.5	A
USGS	06719505	2017-03-09	48.2	A
USGS	06719505	2017-03-10	48.5	A
USGS	06719505	2017-03-11	50.6	A
USGS	06719505	2017-03-12	51.9	A
USGS	06719505	2017-03-13	48.5	A
USGS	06719505	2017-03-14	46.2	A
USGS	06719505	2017-03-15	47.6	A
USGS	06719505	2017-03-16	52.5	A
USGS	06719505	2017-03-17	55.3	A
USGS	06719505	2017-03-18	58.2	A
USGS	06719505	2017-03-19	64.5	A
USGS	06719505	2017-03-20	70.9	A
USGS	06719505	2017-03-21	71.4	A
USGS	06719505	2017-03-22	69.5	A
USGS	06719505	2017-03-23	73.9	A
USGS	06719505	2017-03-24	84.6	A
USGS	06719505	2017-03-25	72.9	A
USGS	06719505	2017-03-26	72.2	A
USGS	06719505	2017-03-27	69.9	A
USGS	06719505	2017-03-28	77.5	A
USGS	06719505	2017-03-29	76.3	A
USGS	06719505	2017-03-30	70.1	A
USGS	06719505	2017-03-31	71.9	A
USGS	06719505	2017-04-01	69.6	A
USGS	06719505	2017-04-02	63.5	A
USGS	06719505	2017-04-03	62.4	A
USGS	06719505	2017-04-04	69.6	A
USGS	06719505	2017-04-05	68.8	A
USGS	06719505	2017-04-06	71.5	A
USGS	06719505	2017-04-07	73.5	A
USGS	06719505	2017-04-08	77.6	A
USGS	06719505	2017-04-09	79.8	A
USGS	06719505	2017-04-10	72.4	A
USGS	06719505	2017-04-11	72.1	A
USGS	06719505	2017-04-12	70.4	A
USGS	06719505	2017-04-13	72.6	A
USGS	06719505	2017-04-14	85.5	A
USGS	06719505	2017-04-15	94.7	A
USGS	06719505	2017-04-16	97.7	A
USGS	06719505	2017-04-17	101	A
USGS	06719505	2017-04-18	80.0	A
USGS	06719505	2017-04-19	88.7	A
USGS	06719505	2017-04-20	89.2	A
USGS	06719505	2017-04-21	90.0	A
USGS	06719505	2017-04-22	77.4	A
USGS	06719505	2017-04-23	72.0	A
USGS	06719505	2017-04-24	74.2	A
USGS	06719505	2017-04-25	72.6	A
USGS	06719505	2017-04-26	66.2	A
USGS	06719505	2017-04-27	59.3	A
USGS	06719505	2017-04-28	60.7	A
USGS	06719505	2017-04-29	60.6	A
USGS	06719505	2017-04-30	58.0	A
USGS	06719505	2017-05-01	63.6	A
USGS	06719505	2017-05-02	58.1	A
USGS	06719505	2017-05-03	65.7	A
USGS	06719505	2017-05-04	68.2	A
USGS	06719505	2017-05-05	80.1	A
USGS	06719505	2017-05-06	95.5	A
USGS	06719505	2017-05-07	107	A
USGS	06719505	2017-05-08	119	A
USGS	06719505	2017-05-09	132	A
USGS	06719505	2017-05-10	157	A
USGS	06719505	2017-05-11	172	A
USGS	06719505	2017-05-12	180	A
USGS	06719505	2017-05-13	211	A
USGS	06719505	2017-05-14	260	A
USGS	06719505	2017-05-15	274	A
USGS	06719505	2017-05-16	289	A
USGS	06719505	2017-05-17	275	A
USGS	06719505	2017-05-18	336	A
USGS	06719505	2017-05-19	291	A
USGS	06719505	2017-05-20	266	A
USGS	06719505	2017-05-21	249	A
USGS	06719505	2017-05-22	258	A
USGS	06719505	2017-05-23	259	A
USGS	06719505	2017-05-24	241	A
USGS	06719505	2017-05-25	298	A
USGS	06719505	2017-05-26	322	A
USGS	06719505	2017-05-27	338	A
USGS	06719505	2017-05-28	321	A
USGS	06719505	2017-05-29	325	A
USGS	06719505	2017-05-30	334	A
USGS	06719505	2017-05-31	363	A
USGS	06719505	2017-06-01	395	A
USGS	06719505	2017-06-02	431	A
USGS	06719505	2017-06-03	484	A
USGS	06719505	2017-06-04	566	A
USGS	06719505	2017-06-05	727	A
USGS	06719505	2017-06-06	834	A
USGS	06719505	2017-06-07	911	A
USGS	06719505	2017-06-08	986	A
USGS	06719505	2017-06-09	1110	A
USGS	06719505	2017-06-10	1160	A
USGS	06719505	2017-06-11	1250	A
USGS	06719505	2017-06-12	1250	A
USGS	06719505	2017-06-13	1230	A
USGS	06719505	2017-06-14	1050	A
USGS	06719505	2017-06-15	1000	A
USGS	06719505	2017-06-16	1000	A
USGS	06719505	2017-06-17	1120	A
USGS	06719505	2017-06-18	1200	A
USGS	06719505	2017-06-19	1230	A
USGS	06719505	2017-06-20	1190	A
USGS	06719505	2017-06-21	1190	A
USGS	06719505	2017-06-22	1180	A
USGS	06719505	2017-06-23	1120	A
USGS	06719505	2017-06-24	1020	A
USGS	06719505	2017-06-25	936	A
USGS	06719505	2017-06-26	867	A
USGS	06719505	2017-06-27	801	A
USGS	06719505	2017-06-28	749	A
USGS	06719505	2017-06-29	698	A
USGS	06719505	2017-06-30	657	A
USGS	06719505	2017-07-01	626	A
USGS	06719505	2017-07-02	592	A
USGS	06719505	2017-07-03	549	A
USGS	06719505	2017-07-04	522	A
USGS	06719505	2017-07-05	507	A
USGS	06719505	2017-07-06	483	A
USGS	06719505	2017-07-07	465	A
USGS	06719505	2017-07-08	471	A
USGS	06719505	2017-07-09	459	A
USGS	06719505	2017-07-10	438	A
USGS	06719505	2017-07-11	462	A
USGS	06719505	2017-07-12	549	A
USGS	06719505	2017-07-13	644	A
USGS	06719505	2017-07-14	534	A
USGS	06719505	2017-07-15	491	A
USGS	06719505	2017-07-16	439	A
USGS	06719505	2017-07-17	398	A
USGS	06719505	2017-07-18	388	A
USGS	06719505	2017-07-19	359	A
USGS	06719505	2017-07-20	364	A
USGS	06719505	2017-07-21	369	A
USGS	06719505	2017-07-22	389	A
USGS	06719505	2017-07-23	337	A
USGS	06719505	2017-07-24	314	A
USGS	06719505	2017-07-25	306	A
USGS	06719505	2017-07-26	363	A
USGS	06719505	2017-07-27	358	A
USGS	06719505	2017-07-28	302	A
USGS	06719505	2017-07-29	319	A
USGS	06719505	2017-07-30	295	A
USGS	06719505	2017-07-31	276	A
USGS	06719505	2017-08-01	251	A
USGS	06719505	2017-08-02	226	A
USGS	06719505	2017-08-03	263	A
USGS	06719505	2017-08-04	249	A
USGS	06719505	2017-08-05	208	A
USGS	06719505	2017-08-06	209	A
USGS	06719505	2017-08-07	231	A
USGS	06719505	2017-08-08	300	A
USGS	06719505	2017-08-09	309	A
USGS	06719505	2017-08-10	266	A
USGS	06719505	2017-08-11	245	A
USGS	06719505	2017-08-12	222	A
USGS	06719505	2017-08-13	204	A
USGS	06719505	2017-08-14	191	A
USGS	06719505	2017-08-15	187	A
USGS	06719505	2017-08-16	179	A
USGS	06719505	2017-08-17	176	A
USGS	06719505	2017-08-18	165	A
USGS	06719505	2017-08-19	151	A
USGS	06719505	2017-08-20	145	A
USGS	06719505	2017-08-21	144	A
USGS	06719505	2017-08-22	143	A
USGS	06719505	2017-08-23	142	A
USGS	06719505	2017-08-24	180	A
USGS	06719505	2017-08-25	158	A
USGS	06719505	2017-08-26	141	A
USGS	06719505	2017-08-27	130	A
USGS	06719505	2017-08-28	125	A
USGS	06719505	2017-08-29	121	A
USGS	06719505	2017-08-30	116	A
USGS	06719505	2017-08-31	118	A
USGS	06719505	2017-09-01	119	A
USGS	06719505	2017-09-02	109	A
USGS	06719505	2017-09-03	106	A
USGS	06719505	2017-09-04	114	A
USGS	06719505	2017-09-05	114	A
USGS	06719505	2017-09-06	116	A
USGS	06719505	2017-09-07	116	A
USGS	06719505	2017-09-08	119	A
USGS	06719505	2017-09-09	122	A
USGS	06719505	2017-09-10	126	A
USGS	06719505	2017-09-11	126	A
USGS	06719505	2017-09-12	124	A
USGS	06719505	2017-09-13	115	A
USGS	06719505	2017-09-14	110	A
USGS	06719505	2017-09-15	119	A
USGS	06719505	2017-09-16	117	A
USGS	06719505	2017-09-17	116	A
USGS	06719505	2017-09-18	113	A
USGS	06719505	2017-09-19	102	A
USGS	06719505	2017-09-20	97.2	A
USGS	06719505	2017-09-21	90.5	A
USGS	06719505	2017-09-22	86.5	A
USGS	06719505	2017-09-23	95.8	A
USGS	06719505	2017-09-24	137	A
USGS	06719505	2017-09-25	122	A
USGS	06719505	2017-09-26	114	A
USGS	06719505	2017-09-27	113	A
USGS	06719505	2017-09-28	120	A
USGS	06719505	2017-09-29	127	A
USGS	06719505	2017-09-30	115	A
USGS	06719505	2017-10-01	114	A
USGS	06719505	2017-10-02	164	A
USGS	06719505	2017-10-03	138	A
USGS	06719505	2017-10-04	113	A
USGS	06719505	2017-10-05	120	A
USGS	06719505	2017-10-06	114	A
USGS	06719505	2017-10-07	100	A
USGS	06719505	2017-10-08	95.4	A
USGS	06719505	2017-10-09	104	A
USGS	06719505	2017-10-10	98.1	A
USGS	06719505	2017-10-11	109	A
USGS	06719505	2017-10-12	97.0	A
USGS	06719505	2017-10-13	94.4	A
USGS	06719505	2017-10-14	92.6	A
USGS	06719505	2017-10-15	83.2	A
USGS	06719505	2017-10-16	86.3	A
USGS	06719505	2017-10-17	80.4	A
USGS	06719505	2017-10-18	88.8	A
USGS	06719505	2017-10-19	95.0	A
USGS	06719505	2017-10-20	93.7	A
USGS	06719505	2017-10-21	92.7	A
USGS	06719505	2017-10-22	85.7	A
USGS	06719505	2017-10-23	90.4	A
USGS	06719505	2017-10-24	85.5	A
USGS	06719505	2017-10-25	84.8	A
USGS	06719505	2017-10-26	91.9	A
USGS	06719505	2017-10-27	84.8	A
USGS	06719505	2017-10-28	83.2	A
USGS	06719505	2017-10-29	84.7	A
USGS	06719505	2017-10-30	88.8	A
USGS	06719505	2017-10-31	88.0	A
USGS	06719505	2017-11-01	89.3	A
USGS	06719505	2017-11-02	78.0	A
USGS	06719505	2017-11-03	78.9	A
USGS	06719505	2017-11-04	76.0	A
USGS	06719505	2017-11-05	77.6	A
USGS	06719505	2017-11-06	79.4	A
USGS	06719505	2017-11-07	75.5	A
USGS	06719505	2017-11-08	72.4	A
USGS	06719505	2017-11-09	70.7	A
USGS	06719505	2017-11-10	74.0	A
USGS	06719505	2017-11-11	74.2	A
USGS	06719505	2017-11-12	68.0	A
USGS	06719505	2017-11-13	71.3	A
USGS	06719505	2017-11-14	69.8	A
USGS	06719505	2017-11-15	67.0	A
USGS	06719505	2017-11-16	68.6	A
USGS	06719505	2017-11-17	70.1	A
USGS	06719505	2017-11-18	72.6	A
USGS	06719505	2017-11-19	63.0	A
USGS	06719505	2017-11-20	68.4	A
USGS	06719505	2017-11-21	68.3	A
USGS	06719505	2017-11-22	68.0	A
USGS	06719505	2017-11-23	67.6	A
USGS	06719505	2017-11-24	71.0	A
USGS	06719505	2017-11-25	67.6	A
USGS	06719505	2017-11-26	62.4	A
USGS	06719505	2017-11-27	64.0	A
USGS	06719505	2017-11-28	63.7	A
USGS	06719505	2017-11-29	63.3	A
USGS	06719505	2017-11-30	58.0	A
USGS	06719505	2017-12-01	63.1	A
USGS	06719505	2017-12-02	57.9	A
USGS	06719505	2017-12-03	57.9	A
USGS	06719505	2017-12-04	55.6	A
USGS	06719505	2017-12-05	40.5	A
USGS	06719505	2017-12-06	33.6	A
USGS	06719505	2017-12-07	26.3	A
USGS	06719505	2017-12-08	46.3	A:e
USGS	06719505	2017-12-09	51.7	A
USGS	06719505	2017-12-10	46.9	A
USGS	06719505	2017-12-11	51.8	A
USGS	06719505	2017-12-12	60.6	A
USGS	06719505	2017-12-13	66.3	A
USGS	06719505	2017-12-14	58.6	A
USGS	06719505	2017-12-15	48.4	A
USGS	06719505	2017-12-16	54.5	A
USGS	06719505	2017-12-17	49.0	A
USGS	06719505	2017-12-18	49.1	A
USGS	06719505	2017-12-19	49.8	A
USGS	06719505	2017-12-20	48.7	A
USGS	06719505	2017-12-21	45.8	A
USGS	06719505	2017-12-22	30.5	A
USGS	06719505	2017-12-23	45.3	A
USGS	06719505	2017-12-24	45.9	A
USGS	06719505	2017-12-25	44.0	A
USGS	06719505	2017-12-26	47.6	A
USGS	06719505	2017-12-27	49.8	A
USGS	06719505	2017-12-28	57.6	A
USGS	06719505	2017-12-29	61.8	A
USGS	06719505	2017-12-30	51.0	A
USGS	06719505	2017-12-31	46.2	A
USGS	06719505	2018-01-01	33.3	A
USGS	06719505	2018-01-02	38.3	A
USGS	06719505	2018-01-03	34.9	A
USGS	06719505	2018-01-04	43.5	A
USGS	06719505	2018-01-05	49.6	A
USGS	06719505	2018-01-06	58.9	A
USGS	06719505	2018-01-07	53.7	A
USGS	06719505	2018-01-08	49.5	A
USGS	06719505	2018-01-09	49.4	A
USGS	06719505	2018-01-10	49.4	A
USGS	06719505	2018-01-11	44.8	A
USGS	06719505	2018-01-12	41.2	A
USGS	06719505	2018-01-13	46.4	A
USGS	06719505	2018-01-14	45.5	A
USGS	06719505	2018-01-15	41.1	A
USGS	06719505	2018-01-16	24.7	A
USGS	06719505	2018-01-17	22.9	A
USGS	06719505	2018-01-18	48.2	A
USGS	06719505	2018-01-19	56.9	A
USGS	06719505	2018-01-20	48.4	A
USGS	06719505	2018-01-21	44.8	A
USGS	06719505	2018-01-22	37.3	A
USGS	06719505	2018-01-23	32.9	A
USGS	06719505	2018-01-24	43.4	A
USGS	06719505	2018-01-25	53.0	A
USGS	06719505	2018-01-26	48.4	A
USGS	06719505	2018-01-27	40.7	A
USGS	06719505	2018-01-28	47.4	A
USGS	06719505	2018-01-29	53.1	A
USGS	06719505	2018-01-30	51.2	A
USGS	06719505	2018-01-31	49.5	A
USGS	06719505	2018-02-01	42.6	A
USGS	06719505	2018-02-02	43.9	A
USGS	06719505	2018-02-03	45.2	A
USGS	06719505	2018-02-04	44.3	A
USGS	06719505	2018-02-05	44.1	A
USGS	06719505	2018-02-06	43.1	A
USGS	06719505	2018-02-07	44.5	A
USGS	06719505	2018-02-08	45.2	A
USGS	06719505	2018-02-09	43.9	A
USGS	06719505	2018-02-10	42.3	A
USGS	06719505	2018-02-11	38.8	A
USGS	06719505	2018-02-12	35.4	A
USGS	06719505	2018-02-13	48.6	A
USGS	06719505	2018-02-14	53.8	A
USGS	06719505	2018-02-15	46.2	A
USGS	06719505	2018-02-16	41.4	A
USGS	06719505	2018-02-17	43.3	A
USGS	06719505	2018-02-18	46.1	A
USGS	06719505	2018-02-19	41.1	A
USGS	06719505	2018-02-20	41.1	A
USGS	06719505	2018-02-21	36.1	A:e
USGS	06719505	2018-02-22	39.5	A
USGS	06719505	2018-02-23	43.0	A
USGS	06719505	2018-02-24	46.4	A
USGS	06719505	2018-02-25	39.0	A
USGS	06719505	2018-02-26	46.0	A
USGS	06719505	2018-02-27	49.4	A
USGS	06719505	2018-02-28	48.2	A
USGS	06719505	2018-03-01	45.9	A
USGS	06719505	2018-03-02	45.5	A
USGS	06719505	2018-03-03	44.8	A
USGS	06719505	2018-03-04	43.0	A
USGS	06719505	2018-03-05	38.3	A
USGS	06719505	2018-03-06	36.3	A
USGS	06719505	2018-03-07	39.5	A
USGS	06719505	2018-03-08	44.6	A
USGS	06719505	2018-03-09	42.9	A
USGS	06719505	2018-03-10	43.1	A
USGS	06719505	2018-03-11	41.4	A
USGS	06719505	2018-03-12	42.1	A
USGS	06719505	2018-03-13	42.0	A
USGS	06719505	2018-03-14	42.2	A
USGS	06719505	2018-03-15	42.2	A
USGS	06719505	2018-03-16	44.1	A
USGS	06719505	2018-03-17	41.7	A
USGS	06719505	2018-03-18	43.2	A
USGS	06719505	2018-03-19	42.9	A
USGS	06719505	2018-03-20	39.9	A
USGS	06719505	2018-03-21	42.8	A
USGS	06719505	2018-03-22	44.0	A
USGS	06719505	2018-03-23	44.9	A
USGS	06719505	2018-03-24	46.8	A
USGS	06719505	2018-03-25	46.0	A
USGS	06719505	2018-03-26	48.3	A
USGS	06719505	2018-03-27	54.0	A
USGS	06719505	2018-03-28	52.3	A
USGS	06719505	2018-03-29	50.8	A
USGS	06719505	2018-03-30	51.8	A
USGS	06719505	2018-03-31	51.7	A
USGS	06719505	2018-04-01	52.0	A
USGS	06719505	2018-04-02	59.0	A
USGS	06719505	2018-04-03	47.5	A
USGS	06719505	2018-04-04	47.7	A
USGS	06719505	2018-04-05	49.1	A
USGS	06719505	2018-04-06	50.7	A
USGS	06719505	2018-04-07	54.0	A
USGS	06719505	2018-04-08	66.3	A
USGS	06719505	2018-04-09	64.8	A
USGS	06719505	2018-04-10	60.1	A
USGS	06719505	2018-04-11	62.4	A
USGS	06719505	2018-04-12	63.5	A
USGS	06719505	2018-04-13	69.6	A
USGS	06719505	2018-04-14	59.8	A
USGS	06719505	2018-04-15	63.1	A
USGS	06719505	2018-04-16	61.2	A
USGS	06719505	2018-04-17	61.4	A
USGS	06719505	2018-04-18	58.4	A
USGS	06719505	2018-04-19	61.2	A
USGS	06719505	2018-04-20	65.6	A
USGS	06719505	2018-04-21	71.9	A
USGS	06719505	2018-04-22	65.5	A
USGS	06719505	2018-04-23	70.3	A
USGS	06719505	2018-04-24	83.9	A
USGS	06719505	2018-04-25	81.1	A
USGS	06719505	2018-04-26	88.0	A
USGS	06719505	2018-04-27	86.0	A
USGS	06719505	2018-04-28	98.0	A
USGS	06719505	2018-04-29	113	A
USGS	06719505	2018-04-30	135	A
USGS	06719505	2018-05-01	141	A
USGS	06719505	2018-05-02	149	A
USGS	06719505	2018-05-03	183	A
USGS	06719505	2018-05-04	152	A
USGS	06719505	2018-05-05	147	A
USGS	06719505	2018-05-06	151	A
USGS	06719505	2018-05-07	144	A
USGS	06719505	2018-05-08	160	A
USGS	06719505	2018-05-09	203	A
USGS	06719505	2018-05-10	238	A
USGS	06719505	2018-05-11	316	A
USGS	06719505	2018-05-12	374	A
USGS	06719505	2018-05-13	434	A
USGS	06719505	2018-05-14	422	A
USGS	06719505	2018-05-15	401	A
USGS	06719505	2018-05-16	406	A
USGS	06719505	2018-05-17	453	A
USGS	06719505	2018-05-18	509	A
USGS	06719505	2018-05-19	479	A
